reaction,GLC_CHEM_mu=0.11_V,GLC_CHEM_mu=0.12_S,GLC_CHEM_mu=0.20_S,GLC_CHEM_mu=0.21_P,GLC_CHEM_mu=0.21_V,GLC_CHEM_mu=0.22_P,GLC_CHEM_mu=0.26_P,GAL_BATCH_mu=0.26_S,ACE_BATCH_mu=0.3_S,GLC_CHEM_mu=0.31_P,GLC_CHEM_mu=0.31_V,GLC_CHEM_mu=0.35_S,GLC_CHEM_mu=0.36_P,GLC_CHEM_mu=0.40_V,PYR_BATCH_mu=0.40_S,GLC_CHEM_mu=0.41_P,FUM_BATCH_mu=0.42_S,SUCC_BATCH_mu=0.44_S,GLC_CHEM_mu=0.46_P,GAM_BATCH_mu=0.46_S,GLYC_BATCH_mu=0.47_S,MAN_BATCH_mu=0.47_S,GLC_CHEM_mu=0.49_V,GLC_CHEM_mu=0.50_S,GLC_CHEM_mu=0.51_P,GLC+SALTS_BATCH_mu=0.55_S,XYL_BATCH_mu=0.55_S,GLC_BATCH_mu=0.58_S,GLC@pH6_BATCH_mu=0.63_S,FRU_BATCH_mu=0.65_S,GLC@42deg_BATCH_mu=0.66_S
3OAS160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAS161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAS180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAS181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAS60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OAS80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3OXCOAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PEPTabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PEPTtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3UMPtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42A12BOOXpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4HOXPACDtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4HTHRS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4PCP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4PCPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4PEPTabcpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4PEPTtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5DGLCNR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5DGLCNt2rpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5DGLCNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5DOAN,6.8749999999999995e-09,7.500000000000001e-09,1.2500000000000001e-08,1.3125000000000002e-08,1.3125000000000002e-08,1.3749999999999999e-08,1.6250000000000003e-08,1.6250000000000003e-08,1.875e-08,1.9375e-08,1.9375e-08,2.1875000000000002e-08,2.25e-08,2.5000000000000002e-08,2.5000000000000002e-08,2.5625000000000003e-08,2.6250000000000003e-08,2.7499999999999998e-08,2.875e-08,2.875e-08,2.9375e-08,2.9375e-08,3.0625e-08,3.125e-08,3.1875e-08,3.4375e-08,3.4375e-08,3.6249999999999984e-08,3.9375e-08,4.0625e-08,4.125e-08
5MTRtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5MTRtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A5PISO,1.188977777777778e-06,1.2970666666666658e-06,2.1617777777777782e-06,2.2698666666666633e-06,2.2698666666666667e-06,2.37795555555555e-06,2.810311111111113e-06,2.810311111111111e-06,3.2426666666666665e-06,3.3507555555555558e-06,3.3507555555555558e-06,3.7831111111111117e-06,3.8912e-06,4.3235555555555564e-06,4.3235555555555564e-06,4.431644444444444e-06,4.539733333333333e-06,4.755911111111112e-06,4.97208888888889e-06,4.97208888888889e-06,5.080177777777777e-06,5.080177777777777e-06,5.296355555555556e-06,5.404444444444445e-06,5.5125333333333336e-06,5.94488888888889e-06,5.94488888888889e-06,6.269155555555555e-06,6.8096e-06,7.025777777777778e-06,7.133866666666668e-06
AACPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS3,3.899744444444445e-06,4.254266666666667e-06,7.090444444444443e-06,7.4449666666666665e-06,7.4449666666666665e-06,7.79948888888889e-06,9.217577777777778e-06,9.217577777777778e-06,1.0635666666666667e-05,1.0990188888888888e-05,1.099018888888889e-05,1.2408277777777778e-05,1.2762800000000001e-05,1.4180888888888886e-05,1.4180888888888886e-05,1.4535411111111109e-05,1.4889933333333333e-05,1.559897777777778e-05,1.630802222222222e-05,1.630802222222222e-05,1.6662544444444444e-05,1.6662544444444444e-05,1.7371588888888886e-05,1.772611111111111e-05,1.8080633333333334e-05,1.949872222222222e-05,1.9498722222222228e-05,2.0562288888888886e-05,2.23349e-05,2.3043944444444444e-05,2.3398466666666666e-05
AACPS4,4.596411111111111e-06,5.014266666666666e-06,8.357111111111114e-06,8.774966666666666e-06,8.774966666666666e-06,9.192822222222222e-06,1.0864244444444444e-05,1.0864244444444444e-05,1.2535666666666666e-05,1.2953522222222223e-05,1.2953522222222223e-05,1.4624944444444445e-05,1.5042799999999996e-05,1.6714222222222228e-05,1.6714222222222228e-05,1.7132077777777777e-05,1.7549933333333333e-05,1.8385644444444445e-05,1.9221355555555556e-05,1.9221355555555556e-05,1.9639211111111112e-05,1.9639211111111112e-05,2.0474922222222224e-05,2.089277777777778e-05,2.1310633333333332e-05,2.298205555555556e-05,2.298205555555556e-05,2.423562222222222e-05,2.63249e-05,2.716061111111111e-05,2.7578466666666667e-05
AACPS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS7,2.377955555555555e-06,2.594133333333339e-06,4.323555555555558e-06,4.539733333333342e-06,4.53973333333333e-06,4.7559111111111e-06,5.620622222222225e-06,5.620622222222222e-06,6.485333333333333e-06,6.701511111111109e-06,6.7015111111111065e-06,7.566222222222225e-06,7.782400000000002e-06,8.647111111111106e-06,8.647111111111111e-06,8.863288888888885e-06,9.079466666666663e-06,9.511822222222224e-06,9.94417777777778e-06,9.94417777777778e-06,1.0160355555555544e-05,1.0160355555555553e-05,1.0592711111111108e-05,1.080888888888889e-05,1.1025066666666664e-05,1.1889777777777776e-05,1.1889777777777776e-05,1.2538311111111107e-05,1.3619200000000003e-05,1.405155555555556e-05,1.4267733333333334e-05
AACPS8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACPS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AACTOOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADDGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAMYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAMYLpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AB6PGH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABUTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABUTt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABUTtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACCT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACT1r,1.0874111111111112e-05,1.186266666666667e-05,1.9771111111111113e-05,2.0759666666666674e-05,2.0759666666666664e-05,2.174822222222221e-05,2.5702444444444452e-05,2.5702444444444442e-05,2.965666666666667e-05,3.064522222222223e-05,3.0645222222222214e-05,3.4599444444444455e-05,3.5588e-05,3.954222222222221e-05,3.954222222222223e-05,4.053077777777777e-05,4.151933333333333e-05,4.349644444444444e-05,4.547355555555555e-05,4.547355555555555e-05,4.64621111111111e-05,4.6462111111111106e-05,4.8439222222222227e-05,4.9427777777777784e-05,5.041633333333333e-05,5.4370555555555555e-05,5.4370555555555555e-05,5.733622222222222e-05,6.2279e-05,6.425611111111113e-05,6.524466666666667e-05
ACACT2r,1.0874111111111112e-05,1.186266666666667e-05,1.9771111111111113e-05,2.0759666666666674e-05,2.0759666666666664e-05,2.174822222222221e-05,2.5702444444444452e-05,2.5702444444444442e-05,2.965666666666667e-05,3.064522222222223e-05,3.0645222222222214e-05,3.4599444444444455e-05,3.5588e-05,3.954222222222221e-05,3.954222222222223e-05,4.053077777777777e-05,4.151933333333333e-05,4.349644444444444e-05,4.547355555555555e-05,4.547355555555555e-05,4.64621111111111e-05,4.6462111111111106e-05,4.8439222222222227e-05,4.9427777777777784e-05,5.041633333333333e-05,5.4370555555555555e-05,5.4370555555555555e-05,5.733622222222222e-05,6.2279e-05,6.425611111111113e-05,6.524466666666667e-05
ACACT3r,1.0874111111111112e-05,1.186266666666667e-05,1.9771111111111113e-05,2.0759666666666674e-05,2.0759666666666664e-05,2.174822222222221e-05,2.5702444444444452e-05,2.5702444444444442e-05,2.965666666666667e-05,3.064522222222223e-05,3.0645222222222214e-05,3.4599444444444455e-05,3.5588e-05,3.954222222222221e-05,3.954222222222223e-05,4.053077777777777e-05,4.151933333333333e-05,4.349644444444444e-05,4.547355555555555e-05,4.547355555555555e-05,4.64621111111111e-05,4.6462111111111106e-05,4.8439222222222227e-05,4.9427777777777784e-05,5.041633333333333e-05,5.4370555555555555e-05,5.4370555555555555e-05,5.733622222222222e-05,6.2279e-05,6.425611111111113e-05,6.524466666666667e-05
ACACT4r,1.0874111111111112e-05,1.186266666666667e-05,1.9771111111111113e-05,2.0759666666666674e-05,2.0759666666666664e-05,2.174822222222221e-05,2.5702444444444452e-05,2.5702444444444442e-05,2.965666666666667e-05,3.064522222222223e-05,3.0645222222222214e-05,3.4599444444444455e-05,3.5588e-05,3.954222222222221e-05,3.954222222222223e-05,4.053077777777777e-05,4.151933333333333e-05,4.349644444444444e-05,4.547355555555555e-05,4.547355555555555e-05,4.64621111111111e-05,4.6462111111111106e-05,4.8439222222222227e-05,4.9427777777777784e-05,5.041633333333333e-05,5.4370555555555555e-05,5.4370555555555555e-05,5.733622222222222e-05,6.2279e-05,6.425611111111113e-05,6.524466666666667e-05
ACACT5r,1.0874111111111112e-05,1.186266666666667e-05,1.9771111111111113e-05,2.0759666666666674e-05,2.0759666666666664e-05,2.174822222222221e-05,2.5702444444444452e-05,2.5702444444444442e-05,2.965666666666667e-05,3.064522222222223e-05,3.0645222222222214e-05,3.4599444444444455e-05,3.5588e-05,3.954222222222221e-05,3.954222222222223e-05,4.053077777777777e-05,4.151933333333333e-05,4.349644444444444e-05,4.547355555555555e-05,4.547355555555555e-05,4.64621111111111e-05,4.6462111111111106e-05,4.8439222222222227e-05,4.9427777777777784e-05,5.041633333333333e-05,5.4370555555555555e-05,5.4370555555555555e-05,5.733622222222222e-05,6.2279e-05,6.425611111111113e-05,6.524466666666667e-05
ACACT6r,8.496155555555556e-06,9.268533333333335e-06,1.5447555555555555e-05,1.6219933333333334e-05,1.6219933333333334e-05,1.6992311111111112e-05,2.0081822222222226e-05,2.0081822222222226e-05,2.3171333333333333e-05,2.394371111111111e-05,2.394371111111111e-05,2.7033222222222225e-05,2.7805599999999997e-05,3.089511111111111e-05,3.089511111111111e-05,3.1667488888888886e-05,3.243986666666667e-05,3.398462222222222e-05,3.552937777777778e-05,3.552937777777778e-05,3.6301755555555556e-05,3.6301755555555556e-05,3.784651111111111e-05,3.861888888888888e-05,3.939126666666667e-05,4.24807777777778e-05,4.24807777777778e-05,4.479791111111111e-05,4.86598e-05,5.0204555555555555e-05,5.0976933333333337e-05
ACACT7r,8.496155555555556e-06,9.268533333333335e-06,1.5447555555555555e-05,1.6219933333333334e-05,1.6219933333333334e-05,1.6992311111111112e-05,2.0081822222222226e-05,2.0081822222222226e-05,2.3171333333333333e-05,2.394371111111111e-05,2.394371111111111e-05,2.7033222222222225e-05,2.7805599999999997e-05,3.089511111111111e-05,3.089511111111111e-05,3.1667488888888886e-05,3.243986666666667e-05,3.3984622222222224e-05,3.552937777777778e-05,3.552937777777778e-05,3.6301755555555556e-05,3.6301755555555556e-05,3.784651111111111e-05,3.861888888888888e-05,3.939126666666667e-05,4.24807777777778e-05,4.24807777777778e-05,4.479791111111111e-05,4.86598e-05,5.0204555555555555e-05,5.0976933333333337e-05
ACACT8r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACt2pp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACACtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACALD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACALDtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACALDtpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACANTHAT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACBIPGT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACCOAC,2.3781388888888897e-06,2.5943333333333392e-06,4.323888888888891e-06,4.5400833333333426e-06,4.5400833333333316e-06,4.756277777777782e-06,5.621055555555563e-06,5.621055555555556e-06,6.485833333333334e-06,6.702027777777775e-06,6.702027777777773e-06,7.566805555555558e-06,7.783000000000003e-06,8.647777777777778e-06,8.647777777777778e-06,8.86397222222222e-06,9.080166666666663e-06,9.512555555555559e-06,9.94494444444445e-06,9.94494444444445e-06,1.0161138888888881e-05,1.0161138888888886e-05,1.0593527777777775e-05,1.0809722222222224e-05,1.1025916666666662e-05,1.189069444444444e-05,1.189069444444444e-05,1.2539277777777774e-05,1.3620250000000002e-05,1.4052638888888888e-05,1.426883333333333e-05
ACCOAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAL1PPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAL1Ptex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGALtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAM1PPpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAM1Ptex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAptspp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACGK,9.03808888888889e-06,9.859733333333333e-06,1.643288888888889e-05,1.7254533333333336e-05,1.7254533333333336e-05,1.807617777777778e-05,2.1362755555555556e-05,2.1362755555555556e-05,2.4649333333333338e-05,2.547097777777778e-05,2.547097777777778e-05,2.8757555555555555e-05,2.95792e-05,3.286577777777778e-05,3.286577777777778e-05,3.368742222222222e-05,3.450906666666667e-05,3.615235555555556e-05,3.779564444444445e-05,3.779564444444445e-05,3.8617288888888885e-05,3.8617288888888885e-05,4.0260577777777774e-05,4.108222222222222e-05,4.190386666666667e-05,4.519044444444444e-05,4.519044444444444e-05,4.765537777777777e-05,5.17636e-05,5.340688888888888e-05,5.422853333333333e-05
ACGS,9.03808888888889e-06,9.859733333333333e-06,1.643288888888889e-05,1.7254533333333336e-05,1.7254533333333336e-05,1.807617777777778e-05,2.1362755555555556e-05,2.1362755555555556e-05,2.4649333333333338e-05,2.547097777777778e-05,2.547097777777778e-05,2.8757555555555555e-05,2.95792e-05,3.286577777777778e-05,3.286577777777778e-05,3.368742222222222e-05,3.450906666666667e-05,3.615235555555556e-05,3.779564444444445e-05,3.779564444444445e-05,3.8617288888888885e-05,3.8617288888888885e-05,4.0260577777777774e-05,4.108222222222222e-05,4.190386666666667e-05,4.519044444444444e-05,4.519044444444444e-05,4.765537777777777e-05,5.17636e-05,5.340688888888888e-05,5.422853333333333e-05
ACHBS,8.877274999999999e-06,9.684299999999998e-06,1.61405e-05,1.6947524999999998e-05,1.6947524999999998e-05,1.7754549999999998e-05,2.098265e-05,2.098265e-05,2.421075e-05,2.5017774999999998e-05,2.5017774999999998e-05,2.8245875e-05,2.90529e-05,3.2281e-05,3.2281e-05,3.3088025e-05,3.3895049999999997e-05,3.5509099999999995e-05,3.712315e-05,3.712315e-05,3.7930174999999996e-05,3.7930174999999996e-05,3.9544225e-05,4.035125e-05,4.1158275e-05,4.4386375e-05,4.4386375e-05,4.6807449999999985e-05,5.0842575e-05,5.2456625000000004e-05,5.3263650000000006e-05
ACKr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACLS,2.6713775e-05,2.914229999999999e-05,4.857050000000003e-05,5.099902500000004e-05,5.0999024999999986e-05,5.342755000000001e-05,6.314165000000006e-05,6.314165000000003e-05,7.28557499999999e-05,7.528427500000002e-05,7.528427500000002e-05,8.499837500000001e-05,8.742689999999991e-05,9.714099999999994e-05,9.714100000000006e-05,9.956952500000004e-05,0.00010199805000000003,0.00010685510000000003,0.00011171215,0.00011171214999999989,0.00011414067499999995,0.00011414067500000007,0.00011899772500000006,0.00012142624999999998,0.00012385477499999998,0.00013356887500000006,0.0001335688750000002,0.00014085444999999987,0.000152997075,0.00015785412500000004,0.0001602826499999998
